row_id,pred
TRAIN_0728589,0.5257686143794821
TRAIN_0728590,0.5349287754193
TRAIN_0728591,0.5322007502192225
TRAIN_0728592,0.6243467405816916
TRAIN_0728593,0.6255618662849554
TRAIN_0728594,0.5109853359325396
TRAIN_0728595,0.5114380296250596
TRAIN_0728596,0.505866196322386
TRAIN_0728597,0.5090031340825304
TRAIN_0728598,0.599294399473102
TRAIN_0728599,0.6131566086854149
TRAIN_0728600,0.6283409499485343
TRAIN_0728601,0.6267933415868352
TRAIN_0728602,0.6198539123757002
TRAIN_0728603,0.6609088469993217
TRAIN_0728604,0.6242947797202483
TRAIN_0728605,0.6274134096803704
TRAIN_0728606,0.5418043906943477
TRAIN_0728607,0.5471615407870369
TRAIN_0728608,0.5417564661025445
TRAIN_0728609,0.5424507320138152
TRAIN_0728610,0.543156760548246
TRAIN_0728611,0.5451429085458487
TRAIN_0728612,0.5453766260443949
TRAIN_0728613,0.5453766260443949
TRAIN_0728614,0.5453766260443949
TRAIN_0728615,0.5066860894228682
TRAIN_0728616,0.5136775159574574
TRAIN_0728617,0.6453729828706267
TRAIN_0728618,0.6236625325031697
TRAIN_0728619,0.5926287105371749
TRAIN_0728620,0.5925795331156939
TRAIN_0728621,0.6181190402980635
TRAIN_0728622,0.6021132803681553
TRAIN_0728623,0.5866587864152194
TRAIN_0728624,0.5935582090134883
TRAIN_0728625,0.5958863936016122
TRAIN_0728626,0.6005708782806887
TRAIN_0728627,0.6079429437380011
TRAIN_0728628,0.6074490059054837
TRAIN_0728629,0.6175635702856866
TRAIN_0728630,0.6210900992676939
TRAIN_0728631,0.5822074471491099
TRAIN_0728632,0.58345146315307
TRAIN_0728633,0.5006896435259935
TRAIN_0728634,0.5962717401382
TRAIN_0728635,0.5978316051777456
TRAIN_0728636,0.5904381035117034
TRAIN_0728637,0.590686152836316
TRAIN_0728638,0.5904381035117034
TRAIN_0728639,0.5944438257732427
TRAIN_0728640,0.5944438257732427
TRAIN_0728641,0.5936842145734117
TRAIN_0728642,0.5217576668968661
TRAIN_0728643,0.5285547844505447
TRAIN_0728644,0.5937427981977847
TRAIN_0728645,0.6110161373803485
TRAIN_0728646,0.5861522139447853
TRAIN_0728647,0.5786141227431243
TRAIN_0728648,0.5839337265913696
TRAIN_0728649,0.5900620916963264
TRAIN_0728650,0.5869613523386054
TRAIN_0728651,0.5650180884655635
TRAIN_0728652,0.571028622483366
TRAIN_0728653,0.6631413687358229
TRAIN_0728654,0.6642466325987704
TRAIN_0728655,0.6608683835763778
TRAIN_0728656,0.6360334170712685
TRAIN_0728657,0.6357669380131881
TRAIN_0728658,0.5224537860624023
TRAIN_0728659,0.5223941801571709
TRAIN_0728660,0.523163013727762
TRAIN_0728661,0.6162865935159441
TRAIN_0728662,0.6169693145833265
TRAIN_0728663,0.6170936035515237
TRAIN_0728664,0.6171361246694467
TRAIN_0728665,0.6133837724079213
TRAIN_0728666,0.5169508471569874
TRAIN_0728667,0.5170666932678329
TRAIN_0728668,0.5448382009249537
TRAIN_0728669,0.5454687423068931
TRAIN_0728670,0.5458231747581064
TRAIN_0728671,0.6127179809609822
TRAIN_0728672,0.6579253164849413
TRAIN_0728673,0.6403991926314943
TRAIN_0728674,0.6145927536599993
TRAIN_0728675,0.6188837168271298
TRAIN_0728676,0.6271722556483326
TRAIN_0728677,0.6249671979244678
TRAIN_0728678,0.5888681511962608
TRAIN_0728679,0.6002760312249069
TRAIN_0728680,0.6099600652420641
TRAIN_0728681,0.5393144007356139
TRAIN_0728682,0.5110494824951861
TRAIN_0728683,0.5002367205580543
TRAIN_0728684,0.5870845357702222
TRAIN_0728685,0.5924990893687921
TRAIN_0728686,0.5853443560975938
TRAIN_0728687,0.5171780889142001
TRAIN_0728688,0.5173553182526022
TRAIN_0728689,0.5133364787290551
TRAIN_0728690,0.5131836017893694
TRAIN_0728691,0.6136555923273942
TRAIN_0728692,0.6133039520425053
TRAIN_0728693,0.6146468963408844
TRAIN_0728694,0.6092494978529235
TRAIN_0728695,0.611425211077154
TRAIN_0728696,0.4899628283749469
TRAIN_0728697,0.49002883575484935
TRAIN_0728698,0.62135887644863
TRAIN_0728699,0.62503270258466
TRAIN_0728700,0.6126967539066887
TRAIN_0728701,0.6006980354691792
TRAIN_0728702,0.6143362287018115
TRAIN_0728703,0.5989935718006316
TRAIN_0728704,0.5935253946499829
TRAIN_0728705,0.5877355135744727
TRAIN_0728706,0.5668742535717725
TRAIN_0728707,0.5615590103258465
TRAIN_0728708,0.5803722185620509
TRAIN_0728709,0.5861480408944485
TRAIN_0728710,0.5808957530783969
TRAIN_0728711,0.5091296803187433
TRAIN_0728712,0.5142610953886854
TRAIN_0728713,0.5109981836001772
TRAIN_0728714,0.5115835521878266
TRAIN_0728715,0.5088969007823023
TRAIN_0728716,0.5101079859558662
TRAIN_0728717,0.5125236289296253
TRAIN_0728718,0.5125236289296253
TRAIN_0728719,0.48187765289265805
TRAIN_0728720,0.4813324394287027
TRAIN_0728721,0.5908473001825095
TRAIN_0728722,0.5885438535722297
TRAIN_0728723,0.5891532661862218
TRAIN_0728724,0.5877832809344488
TRAIN_0728725,0.5796438991142587
TRAIN_0728726,0.5796141914373605
TRAIN_0728727,0.5781126822098956
TRAIN_0728728,0.5885842675532366
TRAIN_0728729,0.6605148759895235
TRAIN_0728730,0.6502889174524228
TRAIN_0728731,0.6254757414460043
TRAIN_0728732,0.5916767537632507
TRAIN_0728733,0.5665957730876476
TRAIN_0728734,0.5824435360488197
TRAIN_0728735,0.45259754080970865
TRAIN_0728736,0.45751844110646334
TRAIN_0728737,0.4584979289442977
TRAIN_0728738,0.4584136603422788
TRAIN_0728739,0.4519294795687342
TRAIN_0728740,0.4446237242551767
TRAIN_0728741,0.47406629538961703
TRAIN_0728742,0.4792460994788912
TRAIN_0728743,0.4742705717729033
TRAIN_0728744,0.47235301689068876
TRAIN_0728745,0.46279040377464337
TRAIN_0728746,0.4480255034974784
TRAIN_0728747,0.47450534360499275
TRAIN_0728748,0.47415503679234067
TRAIN_0728749,0.4739781066702327
TRAIN_0728750,0.473391729413863
TRAIN_0728751,0.5810278532651398
TRAIN_0728752,0.584486531318556
TRAIN_0728753,0.5812678024064866
TRAIN_0728754,0.5777584093377037
TRAIN_0728755,0.532997216745309
TRAIN_0728756,0.5382485751134384
TRAIN_0728757,0.5309967345027461
TRAIN_0728758,0.5418796796232469
TRAIN_0728759,0.5403167204751304
TRAIN_0728760,0.5426195344922142
TRAIN_0728761,0.43849542937205965
TRAIN_0728762,0.5146133482780236
TRAIN_0728763,0.5261119580235243
TRAIN_0728764,0.5314209700461909
TRAIN_0728765,0.522428713150207
TRAIN_0728766,0.5214757346995217
TRAIN_0728767,0.5219736414723533
TRAIN_0728768,0.5272641844164347
TRAIN_0728769,0.5305225530070005
TRAIN_0728770,0.5260766732356943
TRAIN_0728771,0.5260597499962782
TRAIN_0728772,0.6388817357099008
TRAIN_0728773,0.6402636077341617
TRAIN_0728774,0.6387072384292111
TRAIN_0728775,0.6369687163775282
TRAIN_0728776,0.5105168499417092
TRAIN_0728777,0.510549038432383
TRAIN_0728778,0.510413701599942
TRAIN_0728779,0.5107993613908429
TRAIN_0728780,0.4385878425037261
TRAIN_0728781,0.45029410266240844
TRAIN_0728782,0.43851366791286883
TRAIN_0728783,0.44773152360946045
TRAIN_0728784,0.43722139072264427
TRAIN_0728785,0.4371633110406633
TRAIN_0728786,0.42421513242899456
TRAIN_0728787,0.42421513242899456
TRAIN_0728788,0.5385976640759805
TRAIN_0728789,0.5463847198537545
TRAIN_0728790,0.5514588770350277
TRAIN_0728791,0.5434219243332571
TRAIN_0728792,0.5317843879870786
TRAIN_0728793,0.49002612183901856
TRAIN_0728794,0.49118557858757983
TRAIN_0728795,0.48580556729239854
TRAIN_0728796,0.5140536636320128
TRAIN_0728797,0.4643214439248539
TRAIN_0728798,0.4439636610839698
TRAIN_0728799,0.4449573624700108
TRAIN_0728800,0.444420241653346
TRAIN_0728801,0.4412843187719894
TRAIN_0728802,0.5347649895390457
TRAIN_0728803,0.4680823317994875
TRAIN_0728804,0.47669680280957605
TRAIN_0728805,0.4981017439334699
TRAIN_0728806,0.5141008280020928
TRAIN_0728807,0.46861420136369725
TRAIN_0728808,0.43884676052058874
TRAIN_0728809,0.42200957922754123
TRAIN_0728810,0.41846332975967326
TRAIN_0728811,0.42072173233747956
TRAIN_0728812,0.4374246205510963
TRAIN_0728813,0.44139488809164285
TRAIN_0728814,0.4754982920559442
TRAIN_0728815,0.47449940456283707
TRAIN_0728816,0.46085178167757634
TRAIN_0728817,0.4545015102805201
TRAIN_0728818,0.4453388851512101
TRAIN_0728819,0.4454600712489764
TRAIN_0728820,0.45995902216458473
TRAIN_0728821,0.4585489989676429
TRAIN_0728822,0.45353767201092604
TRAIN_0728823,0.4515091592708812
TRAIN_0728824,0.44937864692896606
TRAIN_0728825,0.4535890211782053
TRAIN_0728826,0.4520139336687194
TRAIN_0728827,0.45234219746887067
TRAIN_0728828,0.4493711588201995
TRAIN_0728829,0.44305341748654226
TRAIN_0728830,0.44394666657222226
TRAIN_0728831,0.4818480834084135
TRAIN_0728832,0.4706886930519018
TRAIN_0728833,0.4636946475243307
TRAIN_0728834,0.4152635975154685
TRAIN_0728835,0.46734747121014575
TRAIN_0728836,0.46725401123826354
TRAIN_0728837,0.4679432130244455
TRAIN_0728838,0.4729004828894472
TRAIN_0728839,0.44142359063596015
TRAIN_0728840,0.4747146049936867
TRAIN_0728841,0.4730142118341738
TRAIN_0728842,0.4714438567871744
TRAIN_0728843,0.46837593441774883
TRAIN_0728844,0.540440168270371
TRAIN_0728845,0.538331796226309
TRAIN_0728846,0.5346720711312434
TRAIN_0728847,0.557001708304414
TRAIN_0728848,0.5568167802395867
TRAIN_0728849,0.5539887770030711
TRAIN_0728850,0.5466030645313069
TRAIN_0728851,0.5462473845147201
TRAIN_0728852,0.5476162478023063
TRAIN_0728853,0.5410382602567136
TRAIN_0728854,0.5424989747108098
TRAIN_0728855,0.5441823851378305
TRAIN_0728856,0.43389391981665454
TRAIN_0728857,0.4324022103163775
TRAIN_0728858,0.4443204357561779
TRAIN_0728859,0.43147245078673463
TRAIN_0728860,0.42551088761440103
TRAIN_0728861,0.4507191932896403
TRAIN_0728862,0.45649218923906354
TRAIN_0728863,0.4875077700922062
TRAIN_0728864,0.4911054888682574
TRAIN_0728865,0.5368224287029528
TRAIN_0728866,0.5129679761023798
TRAIN_0728867,0.4797499371084532
TRAIN_0728868,0.46579663604218136
TRAIN_0728869,0.4734263248541966
TRAIN_0728870,0.5667421807851005
TRAIN_0728871,0.4902268265412128
TRAIN_0728872,0.4883184547959981
TRAIN_0728873,0.49307195814447785
TRAIN_0728874,0.49982536931367416
TRAIN_0728875,0.4894192679294781
TRAIN_0728876,0.5264632448496879
TRAIN_0728877,0.5082362010706187
TRAIN_0728878,0.527456087532781
TRAIN_0728879,0.5337444610483633
TRAIN_0728880,0.5414956874072783
TRAIN_0728881,0.5382848601905191
TRAIN_0728882,0.5545900957792502
TRAIN_0728883,0.5277343251248672
