game_month,game_dayofweek,inning,top_bottom,balls_before,strikes_before,outs_before,tkm_rel_speed_mean,tkm_rel_speed_std,tkm_spin_rate_mean,tkm_spin_rate_std,tkm_induced_vert_break_mean,tkm_induced_vert_break_std,tkm_horz_break_mean,tkm_horz_break_std,tkm_extension_mean,tkm_extension_std,tkm_rel_height_mean,tkm_rel_height_std,tkm_rel_side_mean,tkm_rel_side_std,tkm_zone_speed_mean,tkm_zone_speed_std,tkm_n_pitches
3,1,1,B,0,0,0,140.89614285714285,5.586506103063026,2173.8685714285716,129.12794185238528,55.09336428571429,10.657836115388175,9.924767857142857,25.182637863520227,1.8069285714285714,0.1550412873972678,1.7934092857142858,0.07389777028636724,0.14517185714285713,0.575625110354468,128.24435714285715,5.123831057791736,14
3,1,1,B,0,0,1,135.38092857142857,11.093618771890618,2207.155714285714,181.33214016589253,31.010952142857143,31.143401493766067,9.583842142857142,21.942004440207363,1.7848428571428572,0.173675138889053,1.779325,0.093563908619477,0.15544914285714287,0.5652963309985654,123.28930714285715,9.764949406183815,14
3,1,1,B,0,0,2,136.74417391304348,11.2545168534568,2160.7508695652173,177.8368835072554,30.984022173913043,26.190137091295533,-6.763884347826087,28.110602819256624,1.7771582608695653,0.16337282105807654,1.7723317391304347,0.06641862783971587,0.004642869565217394,0.6134338895938994,124.40931739130434,9.954235686775034,23
3,1,1,B,0,1,0,129.82116666666667,11.806616236952342,1955.1499999999999,424.85996817775134,12.292033333333334,19.820816118460577,14.406251666666668,14.016298347153455,1.8205566666666666,0.10863426433067364,1.7585350000000002,0.0663596204781191,0.1339506666666667,0.5868974139757873,119.03578333333333,11.129343127142176,6
3,1,1,B,0,1,1,135.90057142857145,9.771497989171415,2220.5514285714285,231.63523267043334,34.1243,28.65245973071073,10.6446,20.41118790426793,1.7923185714285714,0.08740647848387657,1.749252857142857,0.09749304705367214,0.08439357142857142,0.5872162687752152,124.10842857142858,8.573279766366014,7
3,1,1,B,0,1,2,135.25924999999998,15.086794503351719,2259.9325000000003,160.1775161911988,21.350557499999997,35.33287213882797,-4.8797575,32.791346965820146,1.7261741666666666,0.14755930946007212,1.7595283333333331,0.09684758774236527,0.10595908333333333,0.6407652231461519,123.15566666666666,13.35039766744002,12
3,1,1,B,0,2,0,139.7057142857143,14.020302953387358,2070.322857142857,389.695328503105,27.218700000000002,27.72687511074168,11.795077142857142,12.872014917861817,1.8131085714285715,0.1616209041170697,1.7741042857142857,0.058321594587580454,0.12655,0.5426938633956839,127.11885714285714,13.057611757497,7
3,1,1,B,0,2,1,133.943,,2070.98,,58.7741,,-15.9249,,1.87365,,1.87421,,-0.553417,,121.308,,1
3,1,1,B,0,2,2,136.0482,7.836884821151836,2310.764,299.623941850447,38.69412,47.455047091400075,11.141639999999999,24.059416307404465,1.76175,0.10682396664606687,1.774586,0.09392111865815911,0.44238720000000004,0.1671960246288769,123.52799999999999,6.995590182393476,5
3,1,1,B,1,0,0,143.75825,6.6439472391543575,2255.28,178.4830533505446,60.099025,20.31523472723119,4.066667499999999,31.14929833350277,1.8448674999999999,0.17947284611234834,1.8232425,0.12039369982824405,0.23338774999999998,0.5824702982518365,130.8465,5.860274424746113,4
3,1,1,B,1,0,1,131.24,13.195521475106625,2144.0685714285714,126.4110368900558,28.662047142857144,35.809050418042226,4.696398571428571,35.14534751149879,1.73707,0.1989195381722637,1.8087557142857145,0.08497007941174407,0.2046865714285714,0.6457232388009735,118.842,12.20691989542543,7
3,1,1,B,1,0,2,140.00740000000002,6.263319907737955,2177.014,244.92521712192524,37.31449,23.612266387501506,-2.3861499999999998,26.297105639562947,1.8098459999999998,0.1355349252406922,1.766098,0.05141802662707138,-0.1644342,0.5659894365476366,128.10340000000002,5.396261281871201,10
3,1,1,B,1,1,0,137.44325,6.999028283745294,2302.235,251.19253445647348,30.346774999999997,39.266214025662904,5.91826,8.161957661721441,1.8137225000000001,0.24463657703826705,1.81873,0.0868154744270858,0.24033849999999998,0.5830886361269043,125.6635,6.237077333709004,4
3,1,1,B,1,1,1,133.53,14.381059032244083,2194.589,275.29078103182303,24.049555,44.99424137651425,-3.5920099999999993,31.552784819426005,1.808636,0.1458630408751077,1.7902429999999998,0.08767782743278558,0.2446145,0.532628086912904,121.1932,12.143269025358128,10
3,1,1,B,1,1,2,141.28764285714286,7.276070247547967,2173.695714285714,229.16345804533643,37.66575,23.58825324832909,-2.033494357142857,29.48628377819597,1.7892485714285713,0.18429739899066738,1.762445,0.08588620447563605,-0.16433392857142856,0.632718431731192,128.68142857142857,6.522623336266871,14
3,1,1,B,1,2,0,137.17114285714285,12.504704786980135,2234.802857142857,127.50715178821488,32.25644857142857,40.83779111426712,10.031157142857143,19.103368676082336,1.8782471428571428,0.17870222650303735,1.8656557142857142,0.07968886849431842,0.3830865714285715,0.46743686578005994,125.28157142857143,11.44989736281717,7
