row_id,pred
TRAIN_0728589,0.5609677026296759
TRAIN_0728590,0.5761677683124184
TRAIN_0728591,0.5719352026221922
TRAIN_0728592,0.5729815085422834
TRAIN_0728593,0.5771984837089551
TRAIN_0728594,0.5753916913948672
TRAIN_0728595,0.5767769475062644
TRAIN_0728596,0.5675954721556622
TRAIN_0728597,0.5767035170651058
TRAIN_0728598,0.5972788273696072
TRAIN_0728599,0.5859117382049368
TRAIN_0728600,0.5877892244453976
TRAIN_0728601,0.5582843597071251
TRAIN_0728602,0.5602172027685919
TRAIN_0728603,0.6092772437063618
TRAIN_0728604,0.6036598851315583
TRAIN_0728605,0.6021948977094307
TRAIN_0728606,0.5746868972236975
TRAIN_0728607,0.58173217338876
TRAIN_0728608,0.5773111882011174
TRAIN_0728609,0.5765839329359813
TRAIN_0728610,0.5753916913948672
TRAIN_0728611,0.569217592825712
TRAIN_0728612,0.569217592825712
TRAIN_0728613,0.569217592825712
TRAIN_0728614,0.569217592825712
TRAIN_0728615,0.5786525366856218
TRAIN_0728616,0.5763759280284735
TRAIN_0728617,0.6007434723253484
TRAIN_0728618,0.5955749947040665
TRAIN_0728619,0.6027236170944255
TRAIN_0728620,0.536717417348897
TRAIN_0728621,0.5925724873114948
TRAIN_0728622,0.6074691146205259
TRAIN_0728623,0.5958008441332561
TRAIN_0728624,0.587983223904401
TRAIN_0728625,0.5787127130533906
TRAIN_0728626,0.5703912655453094
TRAIN_0728627,0.5701429807720043
TRAIN_0728628,0.5912120595724554
TRAIN_0728629,0.6061581508697228
TRAIN_0728630,0.5848369754724816
TRAIN_0728631,0.5720235274228709
TRAIN_0728632,0.575305690286579
TRAIN_0728633,0.5733838162145569
TRAIN_0728634,0.5762551131437608
TRAIN_0728635,0.5739309665073214
TRAIN_0728636,0.5598573647371682
TRAIN_0728637,0.5598573647371682
TRAIN_0728638,0.5598573647371682
TRAIN_0728639,0.5722066136157801
TRAIN_0728640,0.5722066136157801
TRAIN_0728641,0.5693654876808295
TRAIN_0728642,0.5740891694049391
TRAIN_0728643,0.5727556991754505
TRAIN_0728644,0.6016692738650303
TRAIN_0728645,0.6003155867251726
TRAIN_0728646,0.6010711181849614
TRAIN_0728647,0.5690004119905935
TRAIN_0728648,0.5978775740947467
TRAIN_0728649,0.5875593052936995
TRAIN_0728650,0.5888390834495254
TRAIN_0728651,0.5530425591920176
TRAIN_0728652,0.5643979592604681
TRAIN_0728653,0.579981559581691
TRAIN_0728654,0.5830835946612839
TRAIN_0728655,0.5903086190752563
TRAIN_0728656,0.5657110428615552
TRAIN_0728657,0.5657995895315109
TRAIN_0728658,0.577533391548662
TRAIN_0728659,0.5728572493231983
TRAIN_0728660,0.5793606374977424
TRAIN_0728661,0.5756199582254287
TRAIN_0728662,0.5669332935602374
TRAIN_0728663,0.578893728494859
TRAIN_0728664,0.5602040095301761
TRAIN_0728665,0.568368864838316
TRAIN_0728666,0.5730477634032513
TRAIN_0728667,0.5745783584523158
TRAIN_0728668,0.578301261997573
TRAIN_0728669,0.5639604618701474
TRAIN_0728670,0.5743897362389883
TRAIN_0728671,0.5910676054379647
TRAIN_0728672,0.6078432236314263
TRAIN_0728673,0.5652390921226471
TRAIN_0728674,0.5996421090552131
TRAIN_0728675,0.5924605433266331
TRAIN_0728676,0.5836090105250455
TRAIN_0728677,0.579742728332099
TRAIN_0728678,0.5300915071672275
TRAIN_0728679,0.5678695226417774
TRAIN_0728680,0.5657143494532232
TRAIN_0728681,0.5706286597162086
TRAIN_0728682,0.5655304981972523
TRAIN_0728683,0.5644844032518794
TRAIN_0728684,0.5636776025266926
TRAIN_0728685,0.5706540578798266
TRAIN_0728686,0.5728368938724432
TRAIN_0728687,0.5700154186498206
TRAIN_0728688,0.5713165093335436
TRAIN_0728689,0.5501646440496428
TRAIN_0728690,0.5501632783682752
TRAIN_0728691,0.5486602519453291
TRAIN_0728692,0.5430181115580146
TRAIN_0728693,0.5510281429218665
TRAIN_0728694,0.538012845478332
TRAIN_0728695,0.5463408030339769
TRAIN_0728696,0.55290997980403
TRAIN_0728697,0.5510554840300083
TRAIN_0728698,0.592911862705508
TRAIN_0728699,0.575445246664396
TRAIN_0728700,0.6021406312564599
TRAIN_0728701,0.5738128539804366
TRAIN_0728702,0.5889077325189974
TRAIN_0728703,0.5866885309226525
TRAIN_0728704,0.5908457342908673
TRAIN_0728705,0.5679862673396633
TRAIN_0728706,0.5644397355980697
TRAIN_0728707,0.5679915885212551
TRAIN_0728708,0.5807942292650459
TRAIN_0728709,0.5944033987807003
TRAIN_0728710,0.5807458262753041
TRAIN_0728711,0.5465821855865307
TRAIN_0728712,0.5516632179914684
TRAIN_0728713,0.5475383609745781
TRAIN_0728714,0.5416246805391544
TRAIN_0728715,0.5401310236313247
TRAIN_0728716,0.5427277735882402
TRAIN_0728717,0.530414571726766
TRAIN_0728718,0.530414571726766
TRAIN_0728719,0.5507685321013766
TRAIN_0728720,0.5492518630450074
TRAIN_0728721,0.6004731869512103
TRAIN_0728722,0.5746548213775776
TRAIN_0728723,0.5806131525984157
TRAIN_0728724,0.5766222331933446
TRAIN_0728725,0.5662810517077964
TRAIN_0728726,0.5645967230736177
TRAIN_0728727,0.5645967230736177
TRAIN_0728728,0.5802455767388507
TRAIN_0728729,0.57261010402951
TRAIN_0728730,0.5448527484167373
TRAIN_0728731,0.5719253443631594
TRAIN_0728732,0.5707580260457276
TRAIN_0728733,0.5665125079308125
TRAIN_0728734,0.5539390117300638
TRAIN_0728735,0.5209210486499086
TRAIN_0728736,0.5229484530217591
TRAIN_0728737,0.5081927909389549
TRAIN_0728738,0.5081927909389549
TRAIN_0728739,0.4848231864885032
TRAIN_0728740,0.5193718353968875
TRAIN_0728741,0.5198109723271831
TRAIN_0728742,0.5126467463986912
TRAIN_0728743,0.5206640398259953
TRAIN_0728744,0.5218159921453469
TRAIN_0728745,0.49409494661559356
TRAIN_0728746,0.5080018886144243
TRAIN_0728747,0.5190343275745984
TRAIN_0728748,0.5218159921453469
TRAIN_0728749,0.5159641597844795
TRAIN_0728750,0.5187050235466641
TRAIN_0728751,0.5408012583734501
TRAIN_0728752,0.5394179153151627
TRAIN_0728753,0.5319978723669362
TRAIN_0728754,0.5293236143831637
TRAIN_0728755,0.5407135762349946
TRAIN_0728756,0.5430878719726772
TRAIN_0728757,0.5422979116998379
TRAIN_0728758,0.5407135762349946
TRAIN_0728759,0.538664062425438
TRAIN_0728760,0.5366660561762321
TRAIN_0728761,0.4858563200566681
TRAIN_0728762,0.484046521903213
TRAIN_0728763,0.49134234032693286
TRAIN_0728764,0.48543917186214364
TRAIN_0728765,0.4909185317513328
TRAIN_0728766,0.4909185317513328
TRAIN_0728767,0.5380474082933664
TRAIN_0728768,0.5383441610985348
TRAIN_0728769,0.5377741592455486
TRAIN_0728770,0.528520168777977
TRAIN_0728771,0.528520168777977
TRAIN_0728772,0.53954166206838
TRAIN_0728773,0.5279742100341064
TRAIN_0728774,0.5313356645961281
TRAIN_0728775,0.5221472782221498
TRAIN_0728776,0.540156003253407
TRAIN_0728777,0.4815492810535146
TRAIN_0728778,0.4700641600380989
TRAIN_0728779,0.4829063118372849
TRAIN_0728780,0.4802462043789122
TRAIN_0728781,0.49321284671326837
TRAIN_0728782,0.48415235258402045
TRAIN_0728783,0.4783799104631579
TRAIN_0728784,0.46805869183934257
TRAIN_0728785,0.46805869183934257
TRAIN_0728786,0.484040316994449
TRAIN_0728787,0.484040316994449
TRAIN_0728788,0.4802462043789122
TRAIN_0728789,0.49321284671326837
TRAIN_0728790,0.47454070883029614
TRAIN_0728791,0.46941943173174605
TRAIN_0728792,0.46941943173174605
TRAIN_0728793,0.5409360068314858
TRAIN_0728794,0.5434520130152576
TRAIN_0728795,0.5397342513917088
TRAIN_0728796,0.5329920617806865
TRAIN_0728797,0.5232897802432752
TRAIN_0728798,0.4773833994418125
TRAIN_0728799,0.4741795821085992
TRAIN_0728800,0.47487189945149133
TRAIN_0728801,0.47030559933945126
TRAIN_0728802,0.5464705572746448
TRAIN_0728803,0.5343986757405321
TRAIN_0728804,0.5617651163862176
TRAIN_0728805,0.5308488669622456
TRAIN_0728806,0.527783014740124
TRAIN_0728807,0.5248098240453181
TRAIN_0728808,0.5545855061113519
TRAIN_0728809,0.5520040427236241
TRAIN_0728810,0.49473216316150476
TRAIN_0728811,0.5308409730881476
TRAIN_0728812,0.5424028709090645
TRAIN_0728813,0.5264944353846872
TRAIN_0728814,0.5594298563603096
TRAIN_0728815,0.5388117767503265
TRAIN_0728816,0.5383946743341431
TRAIN_0728817,0.5521473380885075
TRAIN_0728818,0.5169429776682024
TRAIN_0728819,0.554450096736232
TRAIN_0728820,0.5507145966511323
TRAIN_0728821,0.5432726357856804
TRAIN_0728822,0.5133463174847477
TRAIN_0728823,0.493477076899839
TRAIN_0728824,0.5233609384782016
TRAIN_0728825,0.5612420856731968
TRAIN_0728826,0.5429635305607273
TRAIN_0728827,0.5593712213837195
TRAIN_0728828,0.542779230017778
TRAIN_0728829,0.5261385695664109
TRAIN_0728830,0.5596978048218274
TRAIN_0728831,0.5588366679147481
TRAIN_0728832,0.5403994465843087
TRAIN_0728833,0.5280583658092042
TRAIN_0728834,0.5621128328858497
TRAIN_0728835,0.4626766563567535
TRAIN_0728836,0.45819427123153006
TRAIN_0728837,0.4744075965521589
TRAIN_0728838,0.46284133527274424
TRAIN_0728839,0.479795071125916
TRAIN_0728840,0.4668832790345069
TRAIN_0728841,0.46789725318234127
TRAIN_0728842,0.4700027902897491
TRAIN_0728843,0.47493598808536924
TRAIN_0728844,0.5000212848341798
TRAIN_0728845,0.5031346694040653
TRAIN_0728846,0.5066209583109645
TRAIN_0728847,0.49655929799317367
TRAIN_0728848,0.5176956936023276
TRAIN_0728849,0.5139542473860791
TRAIN_0728850,0.49664090797981425
TRAIN_0728851,0.5176956936023276
TRAIN_0728852,0.5131721660420252
TRAIN_0728853,0.509245463135011
TRAIN_0728854,0.5144085155552806
TRAIN_0728855,0.5972788273696072
TRAIN_0728856,0.5779475848869332
TRAIN_0728857,0.559112383519432
TRAIN_0728858,0.5555982580798574
TRAIN_0728859,0.5518590160577181
TRAIN_0728860,0.5258051049903019
TRAIN_0728861,0.5957754128766305
TRAIN_0728862,0.5961191167968964
TRAIN_0728863,0.5966720678728439
TRAIN_0728864,0.5687232522598418
TRAIN_0728865,0.622529485793786
TRAIN_0728866,0.606642833000404
TRAIN_0728867,0.598752291988198
TRAIN_0728868,0.6013410582032207
TRAIN_0728869,0.6065344246934005
TRAIN_0728870,0.622529485793786
TRAIN_0728871,0.606642833000404
TRAIN_0728872,0.6030585882720688
TRAIN_0728873,0.6079495327871159
TRAIN_0728874,0.5676273744314053
TRAIN_0728875,0.5701971275853365
TRAIN_0728876,0.6175706883761035
TRAIN_0728877,0.6024259227398331
TRAIN_0728878,0.6071032233072065
TRAIN_0728879,0.6012970402244007
TRAIN_0728880,0.5702624006323078
TRAIN_0728881,0.5856037908714278
TRAIN_0728882,0.4842353856478368
TRAIN_0728883,0.48225013647050324
TRAIN_0728884,0.508322332270379
TRAIN_0728885,0.5102802810940361
TRAIN_0728886,0.49149568567978763
TRAIN_0728887,0.5151476551017852
TRAIN_0728888,0.5146822438560138
TRAIN_0728889,0.5112781918775045
TRAIN_0728890,0.517061025253304
TRAIN_0728891,0.5047649337257353
TRAIN_0728892,0.5984364295097362
TRAIN_0728893,0.6053458649314029
TRAIN_0728894,0.5937520934142344
TRAIN_0728895,0.5528344697514482
TRAIN_0728896,0.5934134822393674
TRAIN_0728897,0.5823190737459559
TRAIN_0728898,0.5632656117540429
TRAIN_0728899,0.5726598857528815
TRAIN_0728900,0.5955161191953555
TRAIN_0728901,0.594264273732574
TRAIN_0728902,0.5907937243096466
TRAIN_0728903,0.5749398082278738
TRAIN_0728904,0.4824858673454568
TRAIN_0728905,0.5112110991711342
TRAIN_0728906,0.510322562977519
TRAIN_0728907,0.5109058737204906
TRAIN_0728908,0.5057549852013777
TRAIN_0728909,0.507890207211435
TRAIN_0728910,0.5182229627182973
TRAIN_0728911,0.5091026716351137
TRAIN_0728912,0.4892611653830019
TRAIN_0728913,0.5109058737204906
TRAIN_0728914,0.4884892911247194
TRAIN_0728915,0.5042398436039698
TRAIN_0728916,0.5168778281995396
TRAIN_0728917,0.5008661754552832
TRAIN_0728918,0.5109058737204906
TRAIN_0728919,0.5057549852013777
TRAIN_0728920,0.5042398436039698
TRAIN_0728921,0.5182229627182973
TRAIN_0728922,0.5182229627182973
TRAIN_0728923,0.4877452426547535
TRAIN_0728924,0.5028789749851913
TRAIN_0728925,0.5101480753476185
TRAIN_0728926,0.5002399150915556
TRAIN_0728927,0.5002399150915556
TRAIN_0728928,0.5002399150915556
TRAIN_0728929,0.5002399150915556
TRAIN_0728930,0.6036260601056196
TRAIN_0728931,0.6061348609201179
TRAIN_0728932,0.5797678979154134
TRAIN_0728933,0.5948491063321858
TRAIN_0728934,0.6013428681428821
TRAIN_0728935,0.5936344268680576
TRAIN_0728936,0.5971849605247572
TRAIN_0728937,0.598148272815703
TRAIN_0728938,0.5796959928132117
TRAIN_0728939,0.6015963422787198
TRAIN_0728940,0.6038353406751545
TRAIN_0728941,0.6040754926265008
TRAIN_0728942,0.5697893339067703
TRAIN_0728943,0.4852516400110134
TRAIN_0728944,0.5091135703246855
TRAIN_0728945,0.5066523752551911
TRAIN_0728946,0.5029526381437829
TRAIN_0728947,0.5029526381437829
TRAIN_0728948,0.5088878536597559
TRAIN_0728949,0.5038259383066116
TRAIN_0728950,0.49080334903646555
TRAIN_0728951,0.5095135049162968
TRAIN_0728952,0.5173131954448782
TRAIN_0728953,0.5066556670596923
TRAIN_0728954,0.5079431020293397
TRAIN_0728955,0.5017683753778426
TRAIN_0728956,0.6053922101344853
TRAIN_0728957,0.6075691649677534
TRAIN_0728958,0.6052716412820354
TRAIN_0728959,0.6003599156274969
TRAIN_0728960,0.6034688259822085
TRAIN_0728961,0.5853939205249268
TRAIN_0728962,0.5853939205249268
TRAIN_0728963,0.6168533746889078
TRAIN_0728964,0.608727783011675
TRAIN_0728965,0.5986803915265837
TRAIN_0728966,0.5861360075913749
TRAIN_0728967,0.5849860708262836
TRAIN_0728968,0.5800712065349265
TRAIN_0728969,0.57492012528647
TRAIN_0728970,0.5839786213525981
TRAIN_0728971,0.5860995898955692
TRAIN_0728972,0.5875324235779461
TRAIN_0728973,0.5812398883042724
TRAIN_0728974,0.5863852602132624
TRAIN_0728975,0.5737419595785931
TRAIN_0728976,0.5695783397363154
TRAIN_0728977,0.577751421859684
TRAIN_0728978,0.5791223203307034
TRAIN_0728979,0.5769227212883679
TRAIN_0728980,0.5755668390292876
TRAIN_0728981,0.5808635647708112
TRAIN_0728982,0.5805342904140238
TRAIN_0728983,0.5815117723518344
TRAIN_0728984,0.5649126480443256
TRAIN_0728985,0.47853671536938436
TRAIN_0728986,0.47675987067490233
TRAIN_0728987,0.5152388843068368
TRAIN_0728988,0.5069441853807393
TRAIN_0728989,0.4785961059292326
TRAIN_0728990,0.4796627151399568
TRAIN_0728991,0.5174285482493085
TRAIN_0728992,0.5087670004471545
TRAIN_0728993,0.5042429722135283
TRAIN_0728994,0.5100697065740085
TRAIN_0728995,0.48682546776727115
TRAIN_0728996,0.5230821208578633
TRAIN_0728997,0.49593370706681017
TRAIN_0728998,0.5143706246990267
TRAIN_0728999,0.5143706246990267
TRAIN_0729000,0.513781015526726
TRAIN_0729001,0.49855969944037776
TRAIN_0729002,0.4853143264407472
TRAIN_0729003,0.4814512623163448
TRAIN_0729004,0.5026038456893764
TRAIN_0729005,0.5073933755793132
TRAIN_0729006,0.588825813624801
TRAIN_0729007,0.5598838837293917
TRAIN_0729008,0.56364624149769
TRAIN_0729009,0.5638335528703186
TRAIN_0729010,0.5837680727353992
TRAIN_0729011,0.5762730745395004
TRAIN_0729012,0.5769089708802544
TRAIN_0729013,0.5804854429128148
TRAIN_0729014,0.5832759567097032
TRAIN_0729015,0.5825337453263578
TRAIN_0729016,0.5801832988490977
